ForbidID,ForbidNo,PlantCode,BU,Customer,ForbidDate
6CB59982-7031-41ED-8884-CCEF895928F0,PSG-Forbid-GER-0390,CP07,BU2,BD2D TSB,2014/7/7
1C5E7150-443E-4A09-B3DA-CD375F098CA3,PSG-Forbid-GER-1765,CP65,BU2-TINY,BD3B-TINY,2019/7/17
94BEAFE6-7689-472C-8D6D-CD7D80FDDA62,PSG-Forbid-GER-1077,CP11,ASUS,AIO-ASUS,2016/4/8
A3870607-9BF7-440C-ADFC-CD994BB6A759,PSG-Forbid-GER-1224,CP62,BU6B,BU2-FJ and Onkyo,2017/3/1
684D5EE7-1891-4F86-A3F0-CDC32FFB5BE6,PSG-Forbid-GER-1646,CP60,BU1,BU1-HP,2018/10/27
B2BDADF1-99DA-4FC2-828E-CE07A8DA36F1,PSG-Forbid-F-RANGERS-0005,CP60,BU1,BU1-HP,2017/8/22
AD595687-9808-49EF-82BF-CE3F36F003A9,PSG-Forbid-GER-0127,CP60,BU1,BU1-HP,2014/4/16
0A8C6511-6C25-42D2-B9C4-CE445948ED44,PSG-Forbid-GER-1509,CP62,BU6B,BU2-FJ and Onkyo,2018/4/24
5DE26590-A768-47B2-9BD6-CE6F64637EE6,PSG-Forbid-GER-0945,CP60,BU1,BU1-HP,2015/9/22
2BB722E0-6A01-41EE-A2F3-CE7C6983427B,PSG-Forbid-F-S5130-0005,CP11,AIOL,AIO/Lenovo,2015/10/27
C132EE0F-EF4A-43F1-A1AC-CE9689A3FFF2,PSG-Forbid-GER-0490,CP60,BU1,BU1-HP,2014/8/9
DEEE2F31-2DD8-4C3B-BF02-CECB6A3E1752,PSG-Forbid-F-R10-0004,CP65,BU2-TINY,BD3B-TINY,2016/9/9
28915AD8-D28F-4070-864D-CEEA825260BF,PSG-Forbid-GER-0932,CP60,BU1,BU1-HP,2015/9/16
479F595D-AAEE-40DA-B3EA-CF23396CD12E,PSG-Forbid-F-ALISHAN-0001,CP60,BU1,BU1-HP,2024/1/6
C178829B-B944-4CCC-9C4A-CF5984E3F907,PSG-Forbid-F-BAZOOKA-0006,CP81,BU1,BU1-HP,2015/2/17
8165EB01-BCAB-4127-9FBA-CF77CC088319,PSG-Forbid-GER-1393,CP60,BU1,BU1-HP,2017/10/20
8349004F-230E-465E-97D0-CF95F194812A,PSG-Forbid-GER-0443,CP81,BU1,BU1-HP,2014/8/4
9C53C2AA-B3B3-40C4-9C26-CF9DFFD8DE3B,PSG-Forbid-GER-0715,CP60,BU1,BU1-HP,2015/1/19
250C76A2-5AB8-4AFB-AF75-CFCD492C0CE7,PSG-Forbid-F-MIMAS-0001,CP83,BU5A,BD2E-DELL,2014/5/28
EC7BF9FB-8248-4C86-BA3F-D07890C96DD3,PSG-Forbid-GER-0568,CP11,AIO-HP,AIO/HP,2014/9/12
14DF0E6A-9B0B-4EDD-9084-D07E82409C0D,PSG-Forbid-GER-0261,CP60,BU1,BU1-HP,2014/5/29
5291B5AC-9769-41AC-A520-D08659FAF3AC,PSG-Forbid-F-PIPPIN-0002,CP60,BU1,BU1-HP,2016/2/17
DD0BA979-FA9C-43D7-81A4-D08C863A8B97,PSG-Forbid-GER-1043,CP60,BU1,BU1-HP,2016/1/24
34C1897A-0438-4584-96C2-D09ACBFBC0D5,PSG-Forbid-F-R10-0018,CP65,BU2-TINY,BD3B-TINY,2020/3/19
7EEA66CC-7F53-4058-B12C-D0CD81B04FF3,PSG-Forbid-GER-0053,CP60,BU1,BU1-HP,2014/3/7
6B349149-05FA-44E2-98DE-D0D50B993D44,PSG-Forbid-GER-2668,CP60,BU1,BU1-HP,2023/11/23
BA6E629A-B4FF-4E53-B340-D0EEC3F256F6,PSG-Forbid-GER-0680,CP60,BU1,BU1-HP,2014/12/23
B8323A59-51ED-40B1-A018-D10FA30596CD,PSG-Forbid-GER-1199,CP60,BU1,BU1-HP,2016/12/22
F3D0C679-0372-4FA7-B5F1-D13A977271A8,PSG-Forbid-GER-0925,CP86,BU2-ACER,BD2A-ACER;BD3C-ACER,2015/9/11
687A5708-2935-46B4-9B3E-D13B9CE0A0BF,PSG-Forbid-GER-1426,CP65,BU2-TINY,BD3B-TINY,2017/12/12
473C057B-2109-4B57-A992-D16CC1DA5878,PSG-Forbid-GER-0884,CP83,BU5A,BD2E-DELL,2015/7/13
248C2331-9A01-4E72-A19E-D1745689C9E1,PSG-Forbid-GER-0032,CP60,BU1,BU1-HP,2014/2/25
752539CF-9A9F-4EAC-A738-D21C7F1B237B,PSG-Forbid-GER-0235,CP60,BU1,BU1-HP,2014/5/28
F0387A05-3A51-4DDF-8C3B-D239D53AE964,PSG-Forbid-GER-0678,CP60,BU1,BU1-HP,2014/12/22
BB63F57C-09A5-4D97-903B-D24BA79E2452,PSG-Forbid-GER-0883,CP60,BU1,BU1-HP,2015/7/10
4F772EE6-1971-4ADC-80BE-D26DF017EE15,PSG-Forbid-GER-0268,CP60,BU1,BU1-HP,2014/5/30
4041036B-ED39-446D-85AD-D2A6133533F8,PSG-Forbid-GER-0330,CP60,BU1,BU1-HP,2014/6/7
EEF6E32C-DD41-46C7-9AD6-D2C458F90DDD,PSG-Forbid-F-NR2202-0002,CP69,ASUS-CQ,ASUS,2022/4/27
EEA07743-376C-4B1A-8922-D2E5676F6AE0,PSG-Forbid-F-LINDEN-0002,CP60,BU1,BU1-HP,2020/8/6
266557D2-F6EF-4590-ACF4-D32F3C2DFB76,PSG-Forbid-GER-0928,CP60,BU1,BU1-HP,2015/9/13
F8652AE2-3588-42D6-9212-D37C061DD0FF,PSG-Forbid-GER-1432,CP60,BU1,BU1-HP,2018/1/2
6368B503-8B3B-4816-B5EE-D388131DFE6C,PSG-Forbid-GER-2602,CP60,BU1,BU1-HP,2023/11/22
012CA9E8-C370-4DBF-8D8A-D3B0DC7FCECB,PSG-Forbid-GER-0613,CP60,BU1,BU1-HP,2014/10/29
72D1AC03-9672-475F-9019-D3CBC5E2C5AF,PSG-Forbid-GER-0967,CP60,BU1,BU1-HP,2015/11/11
060EE9F6-A5CB-4B9C-B42F-D3E1FCAB8C45,PSG-Forbid-GER-0960,CP11,AIOL,AIO/Lenovo,2015/10/27
B8286DF3-8255-4EC6-AD71-D3E2205EC78B,PSG-Forbid-GER-1174,CP60,BU1,BU1-HP,2016/11/12
CF2F73D9-048F-4ED9-AE28-D3F27718DCE9,PSG-Forbid-F-OPHELIA-0001,CP83,BU5A,BD2E-DELL,2014/5/26
9A696DD1-1B0F-42D9-ADF2-D42B0CE52DA9,PSG-Forbid-F-CYCLONE-0007,CP81,BU1,BU1-HP,2014/5/6
D4E78B72-3DC9-4794-9D9C-D46F5207F19E,PSG-Forbid-GER-1359,CP60,BU1,BU1-HP,2017/8/17
982DC7DF-00DA-44FD-9D03-D49D73AD6270,PSG-Forbid-GER-0351,CP07,BU2,BD2D TSB,2014/6/9
E5DD39C9-3018-40D3-89F6-D4B9FA41DE44,PSG-Forbid-F-SWBK15-0001,CP81,BU1,BU1-HP,2014/6/9
F3B2F79E-F3BF-4D92-B8E6-D4C76101BDCC,PSG-Forbid-GER-2712,CP60,BU1,BU1-HP,2023/12/6
38B1EAC1-8784-4AB4-8C39-D4D58E474ADB,PSG-Forbid-GER-1120,CP60,BU1,BU1-HP,2016/6/22
C6D84F4C-EFE4-445B-91CC-D53A80FA19D4,PSG-Forbid-GER-2634,CP60,BU1,BU1-HP,2023/11/22
849CBA7F-D8A0-43C3-983D-D584E71ED990,PSG-Forbid-GER-0716,CP62,BU2,BD2D TSB,2015/1/20
A87AF5AB-B069-4E9B-AB1A-D59CF0668B3F,PSG-Forbid-GER-2623,CP60,BU1,BU1-HP,2023/11/22
EDA56263-BCBB-4C0A-8494-D5A52CCF7020,PSG-Forbid-GER-1355,CP60,BU1,BU1-HP,2017/8/7
CBA3FA43-52F1-4E6C-BE2C-D5B590A98AF6,PSG-Forbid-F-OLYMPIA-0004,CP81,BU1,BU1-HP,2015/3/24
BFA4211E-6182-47FB-92CE-D5C02EB62E39,PSG-Forbid-GER-1442,CP60,BU1,BU1-HP,2018/1/30
75D0B8A0-002C-49F1-9DE4-D5C3189B577F,PSG-Forbid-GER-0616,CP60,BU1,BU1-HP,2014/11/3
EC1FB949-704B-48F9-B47E-D5C8C9FF49DC,PSG-Forbid-F-COR14L-0012,CP60,BU1,BU1-HP,2021/10/12
1DAB1417-8F2B-48A2-A9BA-D5CA4890EC07,PSG-Forbid-GER-1006,CP60,BU1,BU1-HP,2015/12/16
6442391F-7F8E-43CD-8D8D-D5D23017333A,PSG-Forbid-GER-2277,CP60,BU1,BU1-HP,2022/3/25
CDDE98F2-C137-496A-B17B-D62267B078BE,PSG-Forbid-GER-2582,CP60,BU1,BU1-HP,2023/11/22
91561FF3-B022-4ED0-95FF-D62CD802DC2B,PSG-Forbid-GER-0361,CP60,BU1,BU1-HP,2014/6/23
602773FF-26B9-4C7D-8FA7-D642347A31DD,PSG-Forbid-GER-1369,CP60,BU1,BU1-HP,2017/8/31
88758D93-9088-4EC5-8F03-D64543BA1BA6,PSG-Forbid-GER-1148,CP60,BU1,BU1-HP,2016/9/20
D385283D-8932-4ABB-B98E-D65428910D98,PSG-Forbid-GER-2154,CP60,BU1,BU1-HP,2021/8/7
0DC9ADFF-6DCD-4E2E-93E6-D66063F084BA,PSG-Forbid-GER-1719,CP60,BU1,BU1-HP,2019/5/13
C2B2441E-07B8-4F52-9C6F-D6941D4BC224,PSG-Forbid-GER-0464,CP11,AIOL,AIO/Lenovo,2014/8/7
02FFEA44-FF3D-4526-86C3-D6B86F569086,PSG-Forbid-GER-0579,CP81,BU1,BU1-HP,2014/9/22
8C504CB2-F7C0-4D5F-B44B-D6B9345A20C8,PSG-Forbid-GER-1225,CP60,AIO-HP,AIO/HP,2017/3/2
49F8EA07-54F9-4CD9-9DBD-D6F373CAF856,PSG-Forbid-GER-1466,CP60,BU1,BU1-HP,2018/3/10
FAC9B87B-D55D-46D7-B7B6-D711E10CB686,PSG-Forbid-GER-1092,CP62,BU2,BD2D TSB,2016/4/26
1F8B267F-934A-4D0A-ABF2-D71AF518E950,PSG-Forbid-GER-1202,CP60,BU1,BU1-HP,2016/12/30
CD775BA9-B6BE-4C09-8096-D731BEC1F7E7,PSG-Forbid-GER-1360,CP60,BU1,BU1-HP,2017/8/21
8D8A4981-E89A-47EB-A466-D786D58C862A,PSG-Forbid-GER-2699,CP60,BU1,BU1-HP,2023/11/23
699247FC-1BB6-456F-856D-D7B005A2DD17,PSG-Forbid-GER-1885,CP60,BU1,BU1-HP,2020/1/3
885A9E35-1C96-4C30-A834-D7B127912C5A,PSG-Forbid-GER-0439,CP81,BU1,BU1-HP,2014/8/1
D693A89A-2902-4E1F-BF17-D7B2E83141FF,PSG-Forbid-GER-0856,CP85,BU2-ASUS,BD2C-ASUS,2015/6/4
66BE5356-6AD8-4934-B156-D7CBB98C8FE5,PSG-Forbid-GER-2424,CP60,BU1,BU1-HP,2023/4/6
65D61886-56AA-428E-9DF1-D810B5F1117C,PSG-Forbid-GER-2554,CP60,BU1,BU1-HP,2023/11/22
3210CA27-1F2B-4E7C-B4B9-D88DB69E0372,PSG-Forbid-GER-2711,CP60,BU1,BU1-HP,2023/12/6
1EE8CFA0-2FFE-4350-B82C-D89875A2C9D1,PSG-Forbid-GER-0165,CP11,AIOL,AIO/Lenovo,2014/5/13
25B35D96-C82E-4124-BBDA-D89EE84F1D3E,PSG-Forbid-GER-0233,CP60,BU1,BU1-HP,2014/5/28
2B8D6896-0F74-4112-ACEF-D92B5307E308,PSG-Forbid-F-RHEA-0004,CP83,BU5A,BD2E-DELL,2014/9/26
A7D89FB1-621A-4A44-93DA-D947E25EEE38,PSG-Forbid-F-SYDNEY-0001,CP82,BU6B,BU2-FJ and Onkyo,2014/12/8
A630EF3D-318D-45CC-9C25-D950356BD3DB,PSG-Forbid-GER-1461,CP60,BU1,BU1-HP,2018/2/28
046443E4-76E3-4DC5-9E73-D96F1298A8B8,PSG-Forbid-GER-2232,CP62,DYNABOOK,DYNABOOK,2021/10/15
ACD8ADFC-796D-4461-BB7C-D9B2387383FD,PSG-Forbid-GER-0442,CP81,BU1,BU1-HP,2014/8/4
1EB531FB-63ED-44B8-9F99-D9CA36BA4D04,PSG-Forbid-GER-0240,CP60,BU1,BU1-HP,2014/5/28
063D921B-7300-4A4C-9F21-D9F11DA08C84,PSG-Forbid-GER-2671,CP60,BU1,BU1-HP,2023/11/23
7C794A30-7728-4499-BDDB-D9F4DDC599FA,PSG-Forbid-GER-2233,CP60,BU1,BU1-HP,2021/10/20
5A76DC64-86CD-46A3-8267-DA06A5252C95,PSG-Forbid-GER-1894,CP69,ASUS-CQ,ASUS,2020/2/26
814DEDA3-F2F3-4528-ACAE-DA8237EB2ACA,PSG-Forbid-GER-2052,CP60,BU1,BU1-HP,2020/11/14
6EC8F5C4-A3D4-4B64-B739-DAE25E466A8B,PSG-Forbid-GER-0436,CP81,BU1,BU1-HP,2014/7/31
EB9EE0B8-84ED-4350-A86C-DAF6401E4F26,PSG-Forbid-GER-2055,CP60,BU1,BU1-HP,2020/11/18
1A43B002-B500-410F-A43B-DAF99A087EBF,PSG-Forbid-GER-0479,CP60,BU1,BU1-HP,2014/8/8
B98B358A-EF97-45C2-9A45-DAFD6AC8B8E9,PSG-Forbid-GER-1214,CP63,AIO-HP,AIO/HP,2017/2/10
F49278A9-A488-4215-9AD5-DB05A58CEAED,PSG-Forbid-GER-1016,CP63,AIO-HP,AIO/HP,2015/12/24
30A35811-80DD-4CBC-B3BB-DB0673018261,PSG-Forbid-GER-2617,CP60,BU1,BU1-HP,2023/11/22
D707BC7D-0F9A-446F-A469-DB199487321B,PSG-Forbid-F-S5130-0006,CP11,AIOL,AIO/Lenovo,2015/10/27
2A409D8C-DED1-4A45-93F0-DB282C8EBBEE,PSG-Forbid-GER-0457,CP60,BU1,BU1-HP,2014/8/7
AE20BEC2-6C2C-4A9C-8D15-DB4EB35E3AE6,PSG-Forbid-GER-0835,CP60,BU1,BU1-HP,2015/5/11
4AAC5D7C-D5EC-4D1E-AEB7-DB52D7CD5D01,PSG-Forbid-F-DOVENWF-0017,CP82,BU6B,BU2-FJ and Onkyo,2015/1/28
60A1AE26-013D-44A8-BA2C-DB874939C859,PSG-Forbid-GER-2597,CP60,BU1,BU1-HP,2023/11/22
0235D7AA-F62F-4C90-82BD-DBB40E666721,PSG-Forbid-GER-0254,CP60,BU1,BU1-HP,2014/5/28
AB65D6D4-A719-4802-B2CB-DBC4D16FBC08,PSG-Forbid-GER-0350,CP07,BU2,BD2D TSB,2014/6/9
8980388F-C30B-4F79-A445-DBD270D4C327,PSG-Forbid-GER-1019,CP60,BU1,BU1-HP,2015/12/25
4A8CB695-8371-416B-89DB-DC0E2D517231,PSG-Forbid-GER-1035,CP11,AIOL,AIO/Lenovo,2016/1/12
ABA82980-4033-4A11-9427-DC32A54E7292,PSG-Forbid-F-LOX-0001,CP60,BU1,BU1-HP,2023/5/15
2EEAA09B-7BF3-413F-997E-DC44D6C552DC,PSG-Forbid-GER-0870,CP85,BU2-ASUS,BD2C-ASUS,2015/6/24
5126BEEB-D011-449A-94A5-DC7E6E235319,PSG-Forbid-GER-2097,CP60,BU1,BU1-HP,2021/3/3
78CCA741-2302-4796-B925-DC8BE8351A7A,PSG-Forbid-GER-1930,CP60,BU1,BU1-HP,2020/4/25
B2C98F27-754C-4FB1-8247-DC9843B031A5,PSG-Forbid-F-PIPPIN-0001,CP60,BU1,BU1-HP,2015/2/28
DC011ACC-4E1E-428E-A74E-DCB35B46E76C,PSG-Forbid-GER-2585,CP60,BU1,BU1-HP,2023/11/22
9BD5F4E3-4253-45A1-B215-DCBD7B27DF5B,PSG-Forbid-GER-1595,CP60,BU1,BU1-HP,2018/8/3
F0333042-DB2F-44B3-A67D-DCEE98AAE1B8,PSG-Forbid-F-ORANG-0001,CP83,DELL,BD3A-DELL,2016/9/12
674F623C-8FBF-4E6D-8CA9-DCF66579DAA3,PSG-Forbid-GER-1376,CP60,BU1,BU1-HP,2017/9/15
5157A2B7-8730-4CC2-BBE9-DD2A5F49A527,PSG-Forbid-GER-0339,CP60,BU1,BU1-HP,2014/6/8
84C4CAA8-2167-4B4B-A4A0-DD7A1B0B2D51,PSG-Forbid-GER-0938,CP81,BU1,BU1-HP,2015/9/19
A9279653-B482-4F1E-B1F7-DD8B5280286A,PSG-Forbid-GER-2043,CP60,BU1,BU1-HP,2020/11/2
F06711F2-4A88-47FF-8C18-DD9997ADDB19,PSG-Forbid-GER-0989,CP11,ASUS,AIO-ASUS,2015/11/19
682F1F38-E4E6-400A-B14F-DDCE5FAE5CA1,PSG-Forbid-GER-2274,CP60,BU1,BU1-HP,2022/3/23
55AA716A-9D94-4BB9-98DA-DDDFE31F3C58,PSG-Forbid-F-BATAII-0001,CP11,AIOL,AIO/Lenovo,2014/6/30
843500E8-3BE0-4EAF-9833-DDECEE834031,PSG-Forbid-GER-1444,CP83,DELL,BD3A-DELL,2018/1/31
9CA730BB-71C5-4C99-ADCF-DDFEC4E4F149,PSG-Forbid-F-CYCLONE-0037,CP60,BU1,BU1-HP,2014/6/11
B7A95D13-4262-4476-BA32-DDFFD19EC538,PSG-Forbid-GER-2690,CP60,BU1,BU1-HP,2023/11/23
88A7FC47-9E13-4E99-AA38-DE067921D4CC,PSG-Forbid-GER-1587,CP60,BU1,BU1-HP,2018/7/18
6A292FE3-F44A-443D-9537-DE177993544C,PSG-Forbid-GER-2532,CP60,BU1,BU1-HP,2023/11/22
355A9B91-07D1-41C8-97A3-DE19D98681F0,PSG-Forbid-GER-1474,CP60,BU1,BU1-HP,2018/3/23
AB2EBDB2-53F5-491A-8033-DE5E06C914DC,PSG-Forbid-GER-2506,CP60,BU1,BU1-HP,2023/8/21
1CA4FB65-1F83-4337-A610-DE75733C706A,PSG-Forbid-GER-1147,CP60,BU1,BU1-HP,2016/9/20
90B7EC23-298D-418A-8493-DE93293947E8,PSG-Forbid-GER-0300,CP60,BU1,BU1-HP,2014/6/4
B0B8FDC2-E151-4589-A6AB-DEA109CE0F85,PSG-Forbid-GER-0262,CP60,BU1,BU1-HP,2014/5/29
B91452AE-795C-4C5F-91EB-DEA5CAEA5E0A,PSG-Forbid-GER-1060,CP60,BU1,BU1-HP,2016/3/8
6F105E14-7C01-4DD6-AD27-DEDC292A5ADC,PSG-Forbid-GER-2358,CP60,BU1,BU1-HP,2022/9/7
8752035D-E515-4A09-8CCD-DEF73F75F989,PSG-Forbid-GER-0565,CP11,AIO-HP,AIO/HP,2014/9/10
66380573-EE1F-4ADA-BD12-DEF9072E7675,PSG-Forbid-GER-0837,CP60,BU1,BU1-HP,2015/5/14
8CE9FDD8-4516-4C2F-BBEA-DF42BC15AD49,PSG-Forbid-F-BAZOOKA-0010,CP81,BU1,BU1-HP,2015/3/31
611460B1-7794-40C2-A34B-DF4A26BEB75A,PSG-Forbid-GER-1188,CP60,BU1,BU1-HP,2016/12/4
E877966E-6622-46B6-BD38-DF85A87D9A80,PSG-Forbid-F-R10-0005,CP65,BU2-TINY,BD3B-TINY,2016/9/10
8BB2589D-608F-4FFB-B34B-DFAD61730D8F,PSG-Forbid-GER-0820,CP81,BU1,BU1-HP,2015/4/23
4C4E11FD-B4A7-496E-BF41-DFCB7EE007CA,PSG-Forbid-F-STREEP-0005,CP60,BU1,BU1-HP,2018/9/14
1224B03A-9403-42A9-8C3C-DFD5893E391B,PSG-Forbid-GER-0477,CP81,BU1,BU1-HP,2014/8/8
DA917810-31BB-4290-99FE-E0372C0805BD,PSG-Forbid-F-MERITAG-0002,CP60,BU1,BU1-HP,2016/6/2
08C3EA0B-5504-4C24-BFD4-E054DA656D97,PSG-Forbid-F-CHROMIA-0003,CP60,BU1,BU1-HP,2018/3/29
97CF37A5-722E-4BCC-8899-E07A73D6FF90,PSG-Forbid-GER-1404,CP60,BU1,BU1-HP,2017/10/28
A5D3EA9F-5DF3-4840-AD4C-E0BE47117776,PSG-Forbid-GER-0676,CP60,BU1,BU1-HP,2014/12/22
595C1897-959B-40AB-9E58-E0C01C7CE5D5,PSG-Forbid-GER-2373,CP60,BU1,BU1-HP,2022/10/13
2BD3EB46-B651-4D9F-B490-E0D5EDACE91C,PSG-Forbid-GER-1953,CP60,BU1,BU1-HP,2020/6/6
8F3C23EA-142A-4A6C-8567-E0EA77A32DF6,PSG-Forbid-GER-0250,CP60,BU1,BU1-HP,2014/5/28
92E870A1-4C03-4A6B-802E-E0ED30EF5A67,PSG-Forbid-GER-0897,CP85,BU2-ASUS,BD2C-ASUS,2015/7/31
E9F28F46-EAD9-408C-9A73-E0EEF3B4B5C9,PSG-Forbid-GER-2646,CP60,BU1,BU1-HP,2023/11/22
2103A18C-1FC2-402E-B2D9-E0FBC0F3C163,PSG-Forbid-GER-0530,CP60,BU1,BU1-HP,2014/8/28
E01E3AA8-B42E-436B-90D5-E1316B90377C,PSG-Forbid-GER-1004,CP11,ASUS,AIO-ASUS,2015/12/14
877946FA-17B0-487C-9062-E13EBE5C0140,PSG-Forbid-GER-1194,CP60,BU1,BU1-HP,2016/12/15
F2339D35-9054-438A-9776-E19009C53411,PSG-Forbid-GER-2692,CP60,BU1,BU1-HP,2023/11/23
3DEA6C65-068B-479F-B5C6-E1A42EC14020,PSG-Forbid-F-SNAPE20-0001,CP60,BU1,BU1-HP,2021/7/6
3C50BF3B-64F5-4B06-9CA8-E1A8302E7D83,PSG-Forbid-GER-1601,CP65,BU2-TINY,BD3B-TINY,2018/8/9
C5683005-7856-41CE-BE73-E1FD3651B772,PSG-Forbid-F-RANGERS-0004,CP60,BU1,BU1-HP,2017/7/19
EB24AA4E-D29F-439C-A917-E211661DB617,PSG-Forbid-GER-2657,CP60,BU1,BU1-HP,2023/11/23
AD49E073-8312-4335-BEBF-E235EF69FE90,PSG-Forbid-GER-0309,CP60,BU1,BU1-HP,2014/6/6
A33C0E8D-0CF4-4492-AA14-E24381F8BE91,PSG-Forbid-GER-0622,CP62,BU2,BD2D TSB,2014/11/7
60CC5893-F165-4A2B-AF04-E2633D77434C,PSG-Forbid-GER-0432,CP11,AIOL,AIO/Lenovo,2014/7/30
FE86135A-9A22-4DF2-A73A-E2835F74526D,PSG-Forbid-GER-1955,CP60,BU1,BU1-HP,2020/6/8
47EA8FAE-4990-4E5A-BDD6-E28BD357BE93,PSG-Forbid-GER-0646,CP11,AIOL,AIO/Lenovo,2014/11/28
B6AB7D25-2508-4B58-9EB2-E2AD1FC72E51,PSG-Forbid-F-NR2301-0001,CP69,ASUS-CQ,ASUS,2023/5/24
F19BFDC8-A69A-4F6A-8E4D-E2DCA22DCD1F,PSG-Forbid-GER-1739,CP62,BU6B,BU2-FJ and Onkyo,2019/6/12
0DE6DEEE-160B-4304-9D4C-E360CF4BA5D1,PSG-Forbid-GER-0423,CP81,BU1,BU1-HP,2014/7/22
128658AB-93B9-47D5-B47B-E3B425582725,PSG-Forbid-GER-1770,CP60,BU1,BU1-HP,2019/7/21
63F396F4-A9DC-42CD-9CC9-E3E0BF045D17,PSG-Forbid-F-COMPUTR-0010,CP60,BU1,BU1-HP,2018/2/2
C0C6E364-A16D-433D-AD37-E403E36D5786,PSG-Forbid-GER-2680,CP60,BU1,BU1-HP,2023/11/23
29FB0EFC-F17C-4EEC-AE41-E414E388F015,PSG-Forbid-GER-2571,CP60,BU1,BU1-HP,2023/11/22
29FB0EFC-F17C-4EEC-AE41-E414E388F015,PSG-Forbid-GER-2571,CP60,BU1,BU1-HP,2023/11/22
8B32DFCF-07C9-4EF9-85B6-E41BE33FBD12,PSG-Forbid-GER-1021,CP63,AIO-HP,AIO/HP,2015/12/29
D3D13D29-4759-43A6-88E4-E4591481C861,PSG-Forbid-F-A4320-0001,CP11,ASUS,AIO-ASUS,2015/10/22
642C6B72-798F-4022-B27E-E47449EF0166,PSG-Forbid-GER-1262,CP60,BU1,BU1-HP,2017/5/8
C51F8A7D-D01A-4B93-88DF-E47A8B2F3156,PSG-Forbid-F-CATALON-0001,CP60,BU1,BU1-HP,2020/4/13
092AECC9-C505-4F73-9107-E49148ECEB02,PSG-Forbid-F-SANDWAL-0002,CP60,BU1,BU1-HP,2023/3/10
8644E312-E17E-4B0D-8181-E4920BA5CAF5,PSG-Forbid-F-YUKON11-0005,CP83,DELL,BD3A-DELL,2016/12/11
56D1CCCF-5BA3-474B-A1A6-E49724A50DAD,PSG-Forbid-GER-0313,CP60,BU1,BU1-HP,2014/6/7
4815D688-59BD-4F8C-8F58-E4B26814410E,PSG-Forbid-GER-2638,CP60,BU1,BU1-HP,2023/11/22
6F5B3449-8681-44FE-86B5-E4B8C0CA85C0,PSG-Forbid-GER-0014,CP62,BU2,BD2D TSB,2014/2/20
73E41FFF-EBAA-468B-AE84-E4D389FF14DD,PSG-Forbid-GER-0713,CP81,BU1,BU1-HP,2015/1/16
360803FD-8BFC-48CB-A3A1-E4E3AE18FF9B,PSG-Forbid-F-Z170-0003,CP85,BU2-ASUS,BD2C-ASUS,2015/10/9
39F9B902-590D-415B-9E43-E5225331985A,PSG-Forbid-GER-0118,CP81,BU1,BU1-HP,2014/4/13
EDD04AA4-5CE1-4E7C-9066-E52AD5581B44,PSG-Forbid-GER-2222,CP60,BU1,BU1-HP,2021/8/25
70A420CD-472F-46A4-BE83-E54C2DD1A164,PSG-Forbid-GER-1245,CP63,AIO-HP,AIO/HP,2017/3/28
6D1FB500-6606-4650-BB9E-E55163E779BC,PSG-Forbid-GER-2584,CP60,BU1,BU1-HP,2023/11/22
18364E29-CE12-415F-BE47-E55B3DE38BE8,PSG-Forbid-GER-0336,CP60,BU1,BU1-HP,2014/6/7
D00A91FC-EBC3-4987-B5F2-E564677A1ABD,PSG-Forbid-GER-0665,CP60,BU1,BU1-HP,2014/12/12
7050B395-E60E-4E40-BFDE-E564D2E83C5E,PSG-Forbid-F-BAYMAXC-0001,CP60,BU1,BU1-HP,2024/2/26
567964E5-E044-4DF4-908A-E5666343B95E,PSG-Forbid-GER-1305,CP60,BU1,BU1-HP,2017/6/24
C17FA4CF-807C-4CB6-87A5-E56A06601AD7,PSG-Forbid-GER-0412,CP11,AIOL,AIO/Lenovo,2014/7/14
A425F428-C4DA-4C26-83F2-E59B7F553B60,PSG-Forbid-F-CLOONEY-0001,CP60,BU1,BU1-HP,2017/7/17
D43B2DEF-7AC5-4ADD-9530-E5A81AB1FF7E,PSG-Forbid-GER-0746,CP60,BU1,BU1-HP,2015/3/9
C06AC6C5-3F0A-4A12-BC33-E5C24F25F552,PSG-Forbid-GER-0692,CP60,BU1,BU1-HP,2014/12/30
35D539B8-643A-4003-B826-E5C8E93ABDF9,PSG-Forbid-GER-0478,CP60,BU1,BU1-HP,2014/8/8
755210B4-06FC-4F12-A26E-E5E4C4E8D034,PSG-Forbid-GER-1373,CP60,BU1,BU1-HP,2017/9/11
4E8D47DA-CF8D-45BD-8057-E60760EE62B8,PSG-Forbid-GER-0446,CP81,BU1,BU1-HP,2014/8/4
ADED85FE-789F-426C-AACC-E613952395BA,PSG-Forbid-GER-0525,CP11,AIOL,AIO/Lenovo,2014/8/25
2E7512C5-5B4D-4DB2-8C93-E67DC1CB4952,PSG-Forbid-GER-1769,CP60,BU1,BU1-HP,2019/7/19
D09544EA-4CA2-4848-BAEE-E68F1A6AD6D9,PSG-Forbid-GER-0934,CP82,BESTA,BESTA,2015/9/16
D43E98E3-70C6-460F-BF91-E69050A39400,PSG-Forbid-GER-1283,CP60,BU1,BU1-HP,2017/6/1
42AD84D2-E99C-467A-84EF-E6AEA04C8E69,PSG-Forbid-GER-1292,CP60,BU1,BU1-HP,2017/6/8
6964A70E-DE5E-431C-9325-E6B0E8322D23,PSG-Forbid-GER-2050,CP60,BU1,BU1-HP,2020/11/11
